Buy Threshold,Sell Threshold,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,2023-07-03,2023-07-05,2023-07-06,2023-07-07,2023-07-10,2023-07-11,2023-07-12,2023-07-13,2023-07-14,2023-07-17,2023-07-18,2023-07-19,Sum
0.18,-0.06,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.79,4.27,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.29,-0.27,0.52,-10.67
0.18,-0.065,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.79,4.27,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.52,-0.27,0.52,-10.44
0.18,-0.07,0.15,2.61,-2.6,-4.4,-3.48,8.03,-2.5,4.27,-5.69,-1.61,-4.25,1.0,-0.4,-0.25,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.52,0.5,0.52,-7.12
0.18,-0.075,0.15,2.61,-2.6,-4.4,-3.48,8.03,-2.5,4.27,-5.69,-1.61,-4.25,1.0,-0.38,-0.25,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.52,0.5,0.52,-7.1
0.18,-0.08,0.15,2.61,-2.6,-4.21,-3.48,8.03,-2.5,4.27,-5.69,-1.61,-4.25,1.0,-0.38,-0.25,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,1.52,0.5,0.52,-5.84
0.18,-0.085,0.15,2.61,-2.6,-4.21,-3.48,8.03,-2.5,4.27,-5.69,-1.61,-4.25,1.0,-0.38,-0.25,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,1.52,0.5,0.52,-5.84
0.18,-0.09,0.15,2.61,-2.6,-4.21,-3.48,8.03,-2.5,4.27,-5.69,-1.61,-4.25,1.0,-0.38,-0.25,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,1.52,0.5,0.52,-5.84
0.18,-0.095,0.33,2.61,-2.6,-4.03,-3.48,0.54,-2.5,4.27,-5.69,-1.61,-4.25,1.0,0.08,-0.25,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,1.56,0.79,0.52,-12.18
0.18,-0.1,0.33,2.61,-3.5,-4.03,-3.48,0.54,-2.5,2.54,-5.69,-1.61,-4.25,1.0,0.08,-0.25,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,1.56,0.79,-0.44,-15.77
0.18,-0.105,0.33,2.61,-3.5,-4.05,-3.48,0.54,-2.5,2.54,-5.69,-1.61,-4.25,0.74,0.08,-0.25,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,1.56,0.79,-0.44,-16.05
0.18,-0.11,0.33,2.61,-3.5,-4.05,0.0,0.54,-2.25,2.42,-5.69,-1.61,-4.25,0.04,0.08,-0.25,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,1.56,0.79,-0.44,-13.14
0.18,-0.115,0.33,2.61,-3.5,-4.05,0.0,0.54,-2.88,2.42,-5.69,-1.61,-4.25,0.04,0.08,2.67,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,-0.55,0.79,-0.44,-12.96
0.18,-0.12,0.33,2.93,-3.5,-1.94,0.0,0.54,-2.88,2.42,-5.69,-1.61,-4.25,0.04,0.08,2.67,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,-0.55,0.79,-0.44,-10.53
0.18,-0.125,0.33,2.93,-3.5,-1.17,0.0,0.36,-1.49,2.03,-5.69,-1.61,-4.25,0.04,0.08,2.67,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,-0.3,0.79,0.0,-8.25
0.18,-0.13,0.33,0.0,-1.74,-2.01,0.0,0.36,-1.75,2.03,-5.69,-1.61,0.0,0.04,0.08,2.67,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,-0.08,-0.3,0.79,0.0,-7.04
0.18,-0.135,0.33,0.0,-1.74,-2.01,0.0,0.36,-1.75,2.03,-5.69,-1.61,0.0,0.04,0.08,2.67,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,-0.08,-0.3,0.79,0.0,-7.04
0.18,-0.14,0.33,0.0,-1.74,-2.01,0.0,0.36,-1.75,2.03,-5.69,-1.61,0.0,0.04,0.08,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,-4.25
0.18,-0.145,0.33,0.0,-1.74,-2.01,0.0,0.36,-1.75,2.03,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,-4.33
0.18,-0.15,0.33,0.0,-1.74,-2.01,0.0,0.36,-1.75,0.33,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,-6.03
0.18,-0.155,0.33,0.0,-1.74,-2.01,0.0,0.36,-1.75,0.33,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,-6.03
0.18,-0.16,0.33,0.0,-1.74,-2.01,0.0,0.36,-1.75,0.33,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,-6.03
0.18,-0.165,0.33,0.0,-1.74,0.46,0.0,0.36,-1.75,0.33,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,-3.21
0.18,-0.17,0.33,0.0,-1.74,0.46,0.0,0.36,-1.75,0.33,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,-3.21
0.18,-0.175,0.33,0.0,-1.74,0.46,0.0,0.36,-1.75,0.33,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,-3.21
0.18,-0.18,0.33,0.0,-1.74,0.46,0.0,0.36,-1.75,0.33,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,-3.21
0.18,-0.185,0.33,0.0,-1.74,0.46,0.0,0.36,-1.75,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,4.36,0.0,0.0,-3.7
0.18,-0.19,0.33,0.0,0.0,0.46,0.0,0.36,-1.75,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,3.48,4.19,0.0,0.0,1.08
0.18,-0.195,0.33,0.0,0.0,0.46,0.0,0.36,-1.42,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,3.48,4.19,0.0,0.0,1.41
0.18,-0.2,0.33,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,3.48,4.19,0.0,0.0,2.83
0.18,-0.205,0.33,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.56
0.18,-0.21,0.33,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.56
0.18,-0.215,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.23
0.18,-0.22,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.23
0.18,-0.225,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.23
0.18,-0.23,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.23
0.18,-0.235,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.23
0.18,-0.24,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.23
0.18,-0.245,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.23
0.175,0.0,0.15,2.61,-4.29,-3.14,-3.48,8.37,-5.1,4.48,-5.69,-1.74,-4.51,1.0,-0.55,-0.1,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.3,1.19,-0.27,0.52,-11.41
0.175,-0.005,0.15,2.61,-4.29,-3.14,-3.48,8.37,-5.1,4.29,-5.69,-1.74,-4.51,1.0,-0.4,-0.1,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.3,1.19,-0.27,0.52,-11.45
0.175,-0.01,0.15,2.61,-4.29,-4.11,-3.48,8.37,-5.03,4.29,-5.69,-1.74,-4.51,1.0,-0.4,-0.1,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,1.19,-0.27,0.52,-12.13
0.175,-0.015,0.15,2.61,-4.29,-4.11,-3.48,8.03,-4.84,4.29,-5.69,-1.61,-4.51,1.0,-0.4,-0.1,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,1.19,-0.27,0.52,-12.15
0.175,-0.02,0.15,2.61,-2.6,-4.11,-3.48,8.03,-4.84,4.1,-5.69,-1.61,-4.51,1.0,-0.4,-0.1,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,1.19,-0.27,0.52,-10.65
0.175,-0.025,0.15,2.61,-2.6,-4.11,-3.48,8.03,-4.84,4.1,-5.69,-1.61,-4.51,1.0,-0.4,-0.1,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,1.19,-0.27,0.52,-10.65
0.175,-0.03,0.15,2.61,-2.6,-4.11,-3.48,8.03,-4.84,4.35,-5.69,-1.61,-4.51,1.0,-0.4,-0.1,0.0,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,1.29,-0.27,0.52,-10.3
0.175,-0.035,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.84,4.35,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.29,-0.27,0.52,-10.64
0.175,-0.04,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.84,4.35,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.29,-0.27,0.52,-10.64
0.175,-0.045,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.84,4.27,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.29,-0.27,0.52,-10.72
0.175,-0.05,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.84,4.27,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.29,-0.27,0.52,-10.72
0.175,-0.055,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.79,4.27,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.29,-0.27,0.52,-10.67
0.175,-0.06,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.79,4.27,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.29,-0.27,0.52,-10.67
0.175,-0.065,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.79,4.27,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.52,-0.27,0.52,-10.44
0.175,-0.07,0.15,2.61,-2.6,-4.4,-3.48,8.03,-2.5,4.27,-5.69,-1.61,-4.25,1.0,-0.4,-0.25,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.52,0.5,0.52,-7.12
0.175,-0.075,0.15,2.61,-2.6,-4.4,-3.48,8.03,-2.5,4.27,-5.69,-1.61,-4.25,1.0,-0.38,-0.25,0.0,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.52,0.5,0.52,-7.1
0.175,-0.08,0.15,2.61,-2.6,-4.21,-3.48,8.03,-2.5,4.27,-5.69,-1.61,-4.25,1.0,-0.38,-0.25,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,1.52,0.5,0.52,-5.84
0.175,-0.085,0.15,2.61,-2.6,-4.21,-3.48,8.03,-2.5,4.27,-5.69,-1.61,-4.25,1.0,-0.38,-0.25,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,1.52,0.5,0.52,-5.84
0.175,-0.09,0.15,2.61,-2.6,-4.21,-3.48,8.03,-2.5,4.27,-5.69,-1.61,-4.25,1.0,-0.38,-0.25,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,1.52,0.5,0.52,-5.84
0.175,-0.095,0.33,2.61,-2.6,-4.03,-3.48,0.54,-2.5,4.27,-5.69,-1.61,-4.25,1.0,0.08,-0.25,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,1.56,0.79,0.52,-12.18
0.175,-0.1,0.33,2.61,-3.5,-4.03,-3.48,0.54,-2.5,2.54,-5.69,-1.61,-4.25,1.0,0.08,-0.25,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,1.56,0.79,-0.44,-15.77
0.175,-0.105,0.33,2.61,-3.5,-4.05,-3.48,0.54,-2.5,2.54,-5.69,-1.61,-4.25,0.74,0.08,-0.25,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,1.56,0.79,-0.44,-16.05
0.175,-0.11,0.33,2.61,-3.5,-4.05,0.0,0.54,-2.25,2.42,-5.69,-1.61,-4.25,0.04,0.08,-0.25,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,1.56,0.79,-0.44,-13.14
0.175,-0.115,0.33,2.61,-3.5,-4.05,0.0,0.54,-2.88,2.42,-5.69,-1.61,-4.25,0.04,0.08,2.67,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,-0.55,0.79,-0.44,-12.96
0.175,-0.12,0.33,2.93,-3.5,-1.94,0.0,0.54,-2.88,2.42,-5.69,-1.61,-4.25,0.04,0.08,2.67,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,-0.55,0.79,-0.44,-10.53
0.175,-0.125,0.33,2.93,-3.5,-1.17,0.0,0.36,-1.49,2.03,-5.69,-1.61,-4.25,0.04,0.08,2.67,0.0,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,-0.3,0.79,0.0,-8.25
0.175,-0.13,0.33,0.0,-1.74,-2.01,0.0,0.36,-1.75,2.03,-5.69,-1.61,0.0,0.04,0.08,2.67,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,-0.08,-0.3,0.79,0.0,-7.04
0.175,-0.135,0.33,0.0,-1.74,-2.01,0.0,0.36,-1.75,2.03,-5.69,-1.61,0.0,0.04,0.08,2.67,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,-0.08,-0.3,0.79,0.0,-7.04
0.175,-0.14,0.33,0.0,-1.74,-2.01,0.0,0.36,-1.75,2.03,-5.69,-1.61,0.0,0.04,0.08,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,-4.25
0.175,-0.145,0.33,0.0,-1.74,-2.01,0.0,0.36,-1.75,2.03,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,-4.33
0.175,-0.15,0.33,0.0,-1.74,-2.01,0.0,0.36,-1.75,0.33,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,-6.03
0.175,-0.155,0.33,0.0,-1.74,-2.01,0.0,0.36,-1.75,0.33,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,-6.03
0.175,-0.16,0.33,0.0,-1.74,-2.01,0.0,0.36,-1.75,0.33,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,-0.08,3.94,0.0,0.0,-6.03
0.175,-0.165,0.33,0.0,-1.74,0.46,0.0,0.36,-1.75,0.33,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,-3.21
0.175,-0.17,0.33,0.0,-1.74,0.46,0.0,0.36,-1.75,0.33,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,-3.21
0.175,-0.175,0.33,0.0,-1.74,0.46,0.0,0.36,-1.75,0.33,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,-3.21
0.175,-0.18,0.33,0.0,-1.74,0.46,0.0,0.36,-1.75,0.33,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,3.94,0.0,0.0,-3.21
0.175,-0.185,0.33,0.0,-1.74,0.46,0.0,0.36,-1.75,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,0.27,4.36,0.0,0.0,-3.7
0.175,-0.19,0.33,0.0,0.0,0.46,0.0,0.36,-1.75,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,3.48,4.19,0.0,0.0,1.08
0.175,-0.195,0.33,0.0,0.0,0.46,0.0,0.36,-1.42,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,3.48,4.19,0.0,0.0,1.41
0.175,-0.2,0.33,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,1.27,-2.09,0.0,3.48,4.19,0.0,0.0,2.83
0.175,-0.205,0.33,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.56
0.175,-0.21,0.33,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.56
0.175,-0.215,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.23
0.175,-0.22,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.23
0.175,-0.225,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.23
0.175,-0.23,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.23
0.175,-0.235,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.23
0.175,-0.24,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.23
0.175,-0.245,0.0,0.0,0.0,0.46,0.0,0.36,0.0,-0.58,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-2.09,0.0,3.48,4.19,0.0,0.0,1.23
0.17,0.0,0.15,2.61,-4.29,-3.14,-3.48,8.37,-5.1,4.48,-5.69,-1.38,-4.51,1.0,-0.55,-0.1,0.21,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.3,1.69,-0.27,0.52,-10.34
0.17,-0.005,0.15,2.61,-4.29,-3.14,-3.48,8.37,-5.1,4.29,-5.69,-1.38,-4.51,1.0,-0.4,-0.1,0.21,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.3,1.69,-0.27,0.52,-10.38
0.17,-0.01,0.15,2.61,-4.29,-4.11,-3.48,8.37,-5.03,4.29,-5.69,-1.38,-4.51,1.0,-0.4,-0.1,0.21,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,1.69,-0.27,0.52,-11.06
0.17,-0.015,0.15,2.61,-4.29,-4.11,-3.48,8.03,-4.84,4.29,-5.69,-0.21,-4.51,1.0,-0.4,-0.1,0.21,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,1.8,-0.27,0.52,-9.93
0.17,-0.02,0.15,2.61,-2.6,-4.11,-3.48,8.03,-4.84,4.1,-5.69,-0.21,-4.51,1.0,-0.4,-0.1,0.21,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,1.8,-0.27,0.52,-8.43
0.17,-0.025,0.15,2.61,-2.6,-4.11,-3.48,8.03,-4.84,4.1,-5.69,-0.21,-4.51,1.0,-0.4,-0.1,0.21,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,1.8,-0.27,0.52,-8.43
0.17,-0.03,0.15,2.61,-2.6,-4.11,-3.48,8.03,-4.84,4.35,-5.69,-0.21,-4.51,1.0,-0.4,-0.1,0.21,0.0,0.0,0.0,-0.3,-0.26,0.0,-0.08,1.9,-0.27,0.52,-8.08
0.17,-0.035,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.84,4.35,-5.69,-0.21,-4.51,1.0,-0.4,-0.25,0.62,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.9,-0.27,0.52,-8.01
0.17,-0.04,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.84,4.35,-5.69,-0.21,-4.51,1.0,-0.4,-0.25,0.62,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.9,-0.27,0.52,-8.01
0.17,-0.045,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.84,4.27,-5.69,-0.21,-4.51,1.0,-0.4,-0.25,0.62,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.9,-0.27,0.52,-8.09
0.17,-0.05,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.84,4.27,-5.69,-0.21,-4.51,1.0,-0.4,-0.25,0.62,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.9,-0.27,0.52,-8.09
0.17,-0.055,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.79,4.27,-5.69,-0.21,-4.51,1.0,-0.4,-0.25,0.62,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.9,-0.27,0.52,-8.04
0.17,-0.06,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.79,4.27,-5.69,-0.21,-4.51,1.0,-0.4,-0.25,0.62,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,1.9,-0.27,0.52,-8.04
0.17,-0.065,0.15,2.61,-2.6,-4.4,-3.48,8.03,-4.79,4.27,-5.69,-0.21,-4.51,1.0,-0.4,-0.25,0.62,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,2.13,-0.27,0.52,-7.81
0.17,-0.07,0.15,2.61,-2.6,-4.4,-3.48,8.03,-2.5,4.27,-5.69,-0.21,-4.25,1.0,-0.4,-0.25,0.62,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,2.13,0.5,0.52,-4.49
0.17,-0.075,0.15,2.61,-2.6,-4.4,-3.48,8.03,-2.5,4.27,-5.69,-0.21,-4.25,1.0,-0.38,-0.25,0.62,0.0,0.0,0.0,-0.3,-0.16,0.0,-0.08,2.13,0.5,0.52,-4.47
0.17,-0.08,0.15,2.61,-2.6,-4.21,-3.48,8.03,-2.5,4.27,-5.69,-0.21,-4.25,1.0,-0.38,-0.25,-0.47,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,3.85,0.5,0.52,-2.58
0.17,-0.085,0.15,2.61,-2.6,-4.21,-3.48,8.03,-2.5,4.27,-5.69,-0.21,-4.25,1.0,-0.38,-0.25,-0.47,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,3.85,0.5,0.52,-2.58
0.17,-0.09,0.15,2.61,-2.6,-4.21,-3.48,8.03,-2.5,4.27,-5.69,-0.21,-4.25,1.0,-0.38,-0.25,-0.47,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,3.85,0.5,0.52,-2.58
0.17,-0.095,0.33,2.61,-2.6,-4.03,-3.48,0.54,-2.5,4.27,-5.69,-0.21,-4.25,1.0,0.08,-0.25,-0.47,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,3.89,0.79,0.52,-8.92
0.17,-0.1,0.33,2.61,-3.5,-4.03,-3.48,0.54,-2.5,2.54,-5.69,-0.21,-4.25,1.0,0.08,-0.25,-0.47,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,3.89,0.79,-0.44,-12.51
0.17,-0.105,0.33,2.61,-3.5,-4.05,-3.48,0.54,-2.5,2.54,-5.69,-0.21,-4.25,0.74,0.08,-0.25,-0.47,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,4.74,0.79,-0.44,-11.94
0.17,-0.11,0.33,2.61,-3.5,-4.05,0.0,0.54,-2.25,2.42,-5.69,-0.21,-4.25,0.04,0.08,-0.25,-0.59,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,4.74,0.79,-0.44,-9.15
0.17,-0.115,0.33,2.61,-3.5,-4.05,0.0,0.54,-2.88,2.42,-5.69,-0.21,-4.25,0.04,0.08,2.67,-0.59,0.0,0.0,0.0,0.77,-0.16,0.0,-0.08,2.63,0.79,-0.44,-8.97
