,Buy Threshold,Sell Threshold,2023-06-08,2023-06-09,2023-06-12,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,Sum
1738,-0.09,-0.13,0.92,-0.2,0.01,2.7,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.33
1638,-0.07,-0.13,0.92,-0.2,0.01,2.7,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.33
1688,-0.08,-0.13,0.92,-0.2,0.01,2.7,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.33
1588,-0.06,-0.13,0.92,-0.2,0.01,2.7,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.33
2283,-0.2,-0.08,0.92,-0.2,0.03,2.64,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.29
2186,-0.18,-0.11,0.92,-0.2,0.03,2.64,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.29
2331,-0.21,-0.06,0.92,-0.2,0.03,2.64,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.29
2332,-0.21,-0.07,0.92,-0.2,0.03,2.64,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.29
2282,-0.2,-0.07,0.92,-0.2,0.03,2.64,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.29
2234,-0.19,-0.09,0.92,-0.2,0.03,2.64,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.29
2136,-0.17,-0.11,0.92,-0.2,0.03,2.64,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.29
2235,-0.19,-0.1,0.92,-0.2,0.03,2.64,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.29
2185,-0.18,-0.1,0.92,-0.2,0.03,2.64,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.29
2381,-0.22,-0.06,0.92,-0.2,0.03,2.64,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.29
2086,-0.16,-0.11,0.92,-0.2,0.03,2.64,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.29
2184,-0.18,-0.09,0.92,-0.2,0.03,2.64,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.29
2233,-0.19,-0.08,0.92,-0.2,0.03,2.64,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.29
2135,-0.17,-0.1,0.92,-0.2,0.03,2.64,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.29
1987,-0.14,-0.12,0.92,-0.28,0.03,2.7,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.27
2378,-0.22,-0.03,0.92,-0.28,0.03,2.64,-2.35,1.04,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.26
2329,-0.21,-0.04,0.92,-0.28,0.03,2.64,-2.35,1.04,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.26
2239,-0.19,-0.14,0.92,-0.2,0.03,2.7,-2.21,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.47,-0.45,0.28,-0.48,3.23
930,0.07,-0.05,0.57,1.49,0.03,-0.33,0.12,-0.0,-0.15,0.49,-0.34,-0.53,0.78,0.0,0.23,-0.12,0.76,0.22,3.22
1436,-0.03,-0.11,1.01,-0.28,0.01,2.41,-2.35,0.66,-0.02,1.31,-3.18,5.32,1.31,-3.92,1.4,-0.26,0.28,-0.48,3.22
2036,-0.15,-0.11,0.92,-0.28,0.03,2.64,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.21
1437,-0.03,-0.12,0.92,-0.28,0.01,2.47,-2.35,0.87,-0.02,1.31,-3.56,5.51,1.31,-3.92,1.4,-0.27,0.28,-0.48,3.2
2477,-0.24,-0.02,0.92,-0.2,0.03,2.44,-2.35,1.04,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.14
886,0.08,-0.11,0.36,0.13,0.3,-1.46,0.0,-0.09,0.53,0.0,0.55,0.4,0.62,0.0,0.61,1.18,0.0,0.0,3.13
2183,-0.18,-0.08,0.92,-0.2,0.03,2.64,-2.35,0.66,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.08
2134,-0.17,-0.09,0.92,-0.2,0.03,2.64,-2.35,0.66,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.08
1536,-0.05,-0.11,1.01,-0.28,0.01,2.41,-2.35,0.66,-0.02,1.31,-3.58,5.37,1.31,-3.92,1.7,-0.37,0.28,-0.48,3.06
2476,-0.24,-0.01,0.92,-0.28,0.03,2.44,-2.35,1.04,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.06
2427,-0.23,-0.02,0.92,-0.28,0.03,2.44,-2.35,1.04,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.06
2231,-0.19,-0.06,0.92,-0.28,0.03,2.64,-2.35,0.83,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.05
2280,-0.2,-0.05,0.92,-0.28,0.03,2.64,-2.35,0.83,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.05
1937,-0.13,-0.12,0.92,-0.28,0.03,2.47,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,3.04
838,0.09,-0.13,0.36,-0.87,0.0,1.6,0.0,0.0,0.0,0.0,0.9,0.0,0.62,0.0,0.43,0.0,0.0,0.0,3.04
839,0.09,-0.14,0.36,-0.87,0.0,1.6,0.0,0.0,0.0,0.0,0.9,0.0,0.62,0.0,0.43,0.0,0.0,0.0,3.04
1837,-0.11,-0.12,0.92,-0.28,0.03,2.47,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.7,-0.45,0.28,-0.48,3.01
1887,-0.12,-0.12,0.92,-0.28,0.03,2.47,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.7,-0.45,0.28,-0.48,3.01
735,0.11,-0.1,0.36,1.64,0.0,-1.46,0.0,0.0,0.0,0.0,1.94,-0.11,0.62,0.0,0.0,0.0,0.0,0.0,2.99
1337,-0.01,-0.12,1.15,-0.36,-0.26,2.41,-2.41,0.87,-0.02,1.31,-3.96,5.51,1.31,-3.69,1.44,-0.27,0.44,-0.48,2.99
685,0.12,-0.1,0.36,1.64,0.0,-1.46,0.0,0.0,0.0,0.0,1.94,-0.11,0.62,0.0,0.0,0.0,0.0,0.0,2.99
584,0.14,-0.09,0.0,1.64,0.0,-0.68,0.0,0.0,0.0,0.0,2.02,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.98
1387,-0.02,-0.12,1.11,-0.36,0.01,2.51,-2.41,0.87,-0.02,1.31,-3.67,5.51,1.31,-3.92,1.25,-0.27,0.21,-0.48,2.96
1033,0.05,-0.08,0.85,0.01,0.27,0.1,-2.47,1.13,-1.24,1.43,0.11,0.08,0.12,0.39,3.08,-1.87,0.49,0.48,2.96
2035,-0.15,-0.1,0.92,-0.28,0.03,2.64,-2.35,0.66,-0.02,1.31,-4.01,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,2.95
2084,-0.16,-0.09,0.92,-0.28,0.03,2.64,-2.35,0.66,-0.02,1.31,-4.01,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,2.95
885,0.08,-0.1,0.36,0.13,0.3,-1.48,0.0,-0.09,0.53,0.0,1.39,-0.65,0.62,0.0,0.61,1.18,0.0,0.0,2.9
2133,-0.17,-0.08,0.92,-0.28,-0.25,2.64,-2.35,0.83,-0.02,1.31,-4.08,5.51,1.31,-3.73,1.73,-0.45,0.28,-0.48,2.89
1886,-0.12,-0.11,1.01,-0.28,0.01,2.41,-2.35,0.66,-0.02,1.31,-3.89,5.39,1.31,-3.73,1.7,-0.45,0.28,-0.48,2.88
1537,-0.05,-0.12,0.92,-0.28,0.01,2.47,-2.35,0.87,-0.02,1.31,-4.07,5.51,1.31,-3.92,1.7,-0.38,0.28,-0.48,2.88
1986,-0.14,-0.11,0.92,-0.28,0.03,2.64,-2.35,0.66,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,2.88
1386,-0.02,-0.11,1.2,-0.36,0.01,2.31,-2.41,0.66,-0.02,1.31,-3.29,5.32,1.31,-3.92,1.25,-0.26,0.21,-0.48,2.84
439,0.17,-0.14,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.82
538,0.15,-0.13,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.82
539,0.15,-0.14,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.82
488,0.16,-0.13,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.82
489,0.16,-0.14,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.82
490,0.16,-0.15,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82
491,0.16,-0.16,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82
541,0.15,-0.16,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82
540,0.15,-0.15,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82
438,0.17,-0.13,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.82
441,0.17,-0.16,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82
440,0.17,-0.15,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82
785,0.1,-0.1,0.36,1.64,0.0,-1.46,0.0,0.0,0.0,0.0,1.94,-0.11,0.62,0.0,-0.18,0.0,0.0,0.0,2.81
1787,-0.1,-0.12,0.92,-0.28,0.01,2.47,-2.35,0.87,-0.02,1.31,-4.08,5.51,1.31,-3.92,1.7,-0.45,0.28,-0.48,2.8
1586,-0.06,-0.11,1.01,-0.28,0.01,2.41,-2.35,0.66,-0.02,1.31,-3.84,5.37,1.31,-3.92,1.7,-0.37,0.28,-0.48,2.8
1636,-0.07,-0.11,1.01,-0.28,0.01,2.41,-2.35,0.66,-0.02,1.31,-3.84,5.37,1.31,-3.92,1.7,-0.37,0.28,-0.48,2.8
2475,-0.24,0.0,0.92,-0.28,-0.25,2.44,-2.35,1.04,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,2.78
2279,-0.2,-0.04,0.92,-0.28,-0.25,2.64,-2.35,0.83,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,2.77
2230,-0.19,-0.05,0.92,-0.28,-0.25,2.64,-2.35,0.83,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,2.77
2182,-0.18,-0.07,0.92,-0.28,-0.25,2.64,-2.35,0.83,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,2.77
2328,-0.21,-0.03,0.92,-0.28,-0.25,2.64,-2.35,0.83,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,2.77
1686,-0.08,-0.11,1.01,-0.28,0.01,2.41,-2.35,0.66,-0.02,1.31,-3.84,5.39,1.31,-3.92,1.7,-0.44,0.28,-0.48,2.75
635,0.13,-0.1,0.0,1.64,0.0,-1.46,0.0,0.0,0.0,0.0,1.94,0.0,0.62,0.0,0.0,0.0,0.0,0.0,2.74
1736,-0.09,-0.11,1.01,-0.28,0.01,2.41,-2.35,0.66,-0.02,1.31,-3.84,5.39,1.31,-3.92,1.7,-0.45,0.28,-0.48,2.74
1282,0.0,-0.07,1.62,-1.59,-0.36,2.03,-2.07,0.13,0.05,1.02,-2.31,5.51,1.61,-3.97,1.7,-0.99,0.68,-0.35,2.71
2131,-0.17,-0.06,0.92,-0.28,-0.25,2.64,-2.35,0.83,-0.02,1.31,-4.01,5.39,1.17,-3.73,1.73,-0.45,0.28,-0.48,2.7
2132,-0.17,-0.07,0.92,-0.28,-0.25,2.64,-2.35,0.83,-0.02,1.31,-4.01,5.39,1.17,-3.73,1.73,-0.45,0.28,-0.48,2.7
2180,-0.18,-0.05,0.92,-0.28,-0.25,2.64,-2.35,0.83,-0.02,1.31,-4.01,5.39,1.17,-3.73,1.73,-0.45,0.28,-0.48,2.7
1786,-0.1,-0.11,1.01,-0.28,0.01,2.41,-2.35,0.66,-0.02,1.31,-3.89,5.39,1.31,-3.92,1.7,-0.45,0.28,-0.48,2.69
1836,-0.11,-0.11,1.01,-0.28,0.01,2.41,-2.35,0.66,-0.02,1.31,-3.89,5.39,1.31,-3.92,1.7,-0.45,0.28,-0.48,2.69
1936,-0.13,-0.11,0.92,-0.28,0.03,2.41,-2.35,0.66,-0.02,1.31,-4.01,5.39,1.31,-3.73,1.7,-0.45,0.28,-0.48,2.69
535,0.15,-0.1,0.0,1.64,0.0,-1.0,0.0,0.0,0.0,0.0,2.02,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.66
1535,-0.05,-0.1,1.01,-0.28,-0.27,2.18,-2.35,0.53,-0.02,1.31,-3.07,5.37,1.17,-4.05,1.7,-0.37,0.28,-0.48,2.66
435,0.17,-0.1,0.0,1.64,0.0,-1.0,0.0,0.0,0.0,0.0,2.02,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.66
485,0.16,-0.1,0.0,1.64,0.0,-1.0,0.0,0.0,0.0,0.0,2.02,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.66
2181,-0.18,-0.06,0.92,-0.28,-0.25,2.64,-2.35,0.83,-0.02,1.31,-4.08,5.39,1.17,-3.73,1.73,-0.45,0.28,-0.48,2.63
1587,-0.06,-0.12,0.92,-0.28,0.01,2.47,-2.35,0.87,-0.02,1.31,-4.33,5.51,1.31,-3.92,1.7,-0.38,0.28,-0.48,2.62
542,0.15,-0.17,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
493,0.16,-0.18,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
543,0.15,-0.18,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
442,0.17,-0.17,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
2083,-0.16,-0.08,0.92,-0.28,-0.25,2.54,-2.35,0.83,-0.02,1.31,-4.01,5.39,1.17,-3.73,1.73,-0.45,0.28,-0.48,2.6
443,0.17,-0.18,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
492,0.16,-0.17,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6
2034,-0.15,-0.09,0.92,-0.28,-0.25,2.54,-2.35,0.66,-0.02,1.31,-4.01,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,2.57
2377,-0.22,-0.02,0.92,-0.28,-0.25,2.44,-2.35,0.83,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,2.57
2426,-0.23,-0.01,0.92,-0.28,-0.25,2.44,-2.35,0.83,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,2.57
596,0.14,-0.21,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56
1085,0.04,-0.1,0.71,-0.08,-0.13,-0.68,-2.94,-0.23,-0.56,1.43,-1.12,4.79,0.1,-0.01,1.83,0.19,0.49,-1.23,2.56
1485,-0.04,-0.1,1.01,-0.28,-0.27,2.18,-2.35,0.53,-0.02,1.31,-3.07,5.16,1.17,-4.05,1.7,-0.26,0.28,-0.48,2.56
594,0.14,-0.19,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56
595,0.14,-0.2,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56
597,0.14,-0.22,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56
598,0.14,-0.23,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56
1737,-0.09,-0.12,0.92,-0.28,0.01,2.47,-2.35,0.87,-0.02,1.31,-4.33,5.51,1.31,-3.92,1.7,-0.45,0.28,-0.48,2.55
1687,-0.08,-0.12,0.92,-0.28,0.01,2.47,-2.35,0.87,-0.02,1.31,-4.33,5.51,1.31,-3.92,1.7,-0.45,0.28,-0.48,2.55
1637,-0.07,-0.12,0.92,-0.28,0.01,2.47,-2.35,0.87,-0.02,1.31,-4.33,5.51,1.31,-3.92,1.7,-0.45,0.28,-0.48,2.55
2278,-0.2,-0.03,0.92,-0.28,-0.25,2.64,-2.35,0.7,-0.02,1.31,-4.01,5.39,1.31,-3.96,1.73,-0.45,0.28,-0.48,2.48
2425,-0.23,0.0,0.92,-0.28,-0.25,2.34,-2.35,0.83,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,2.47
2376,-0.22,-0.01,0.92,-0.28,-0.25,2.34,-2.35,0.83,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,2.47
1985,-0.14,-0.1,0.92,-0.28,-0.25,2.54,-2.35,0.66,-0.02,1.31,-4.01,5.39,1.17,-3.73,1.73,-0.45,0.28,-0.48,2.43
2474,-0.24,0.01,0.92,-0.28,-0.25,2.23,-2.35,0.83,-0.02,1.31,-4.08,5.39,1.31,-3.73,1.73,-0.45,0.28,-0.48,2.36
2229,-0.19,-0.04,0.92,-0.28,-0.25,2.64,-2.35,0.7,-0.02,1.31,-4.01,5.39,1.17,-3.96,1.73,-0.45,0.28,-0.48,2.34
1334,-0.01,-0.09,1.19,-1.06,-0.52,2.19,-2.41,0.53,-0.02,1.31,-2.56,5.65,1.17,-3.99,1.44,-0.57,0.44,-0.48,2.31
686,0.12,-0.11,0.36,1.64,0.0,-1.36,0.0,0.0,0.0,0.0,1.1,-0.11,0.62,0.0,0.0,0.0,0.0,0.0,2.25
736,0.11,-0.11,0.36,1.64,0.0,-1.36,0.0,0.0,0.0,0.0,1.1,-0.11,0.62,0.0,0.0,0.0,0.0,0.0,2.25
2228,-0.19,-0.03,0.92,-0.28,-0.25,2.54,-2.35,0.7,-0.02,1.31,-4.01,5.39,1.17,-3.96,1.73,-0.45,0.28,-0.48,2.24
2130,-0.17,-0.05,0.92,-0.28,-0.25,2.54,-2.35,0.7,-0.02,1.31,-4.03,5.39,1.17,-3.96,1.73,-0.45,0.28,-0.48,2.22
2179,-0.18,-0.04,0.92,-0.28,-0.25,2.54,-2.35,0.7,-0.02,1.31,-4.03,5.39,1.17,-3.96,1.73,-0.45,0.28,-0.48,2.22
585,0.14,-0.1,0.0,1.64,0.0,-1.46,0.0,0.0,0.0,0.0,2.02,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.2
2327,-0.21,-0.02,0.92,-0.28,-0.25,2.34,-2.35,0.7,-0.02,1.31,-4.01,5.39,1.31,-3.96,1.73,-0.45,0.28,-0.48,2.18
1385,-0.02,-0.1,1.2,-0.36,-0.25,2.25,-2.41,0.53,-0.02,1.31,-2.75,4.97,1.17,-4.19,1.25,-0.26,0.21,-0.48,2.17
687,0.12,-0.12,0.36,1.64,0.0,-1.36,0.0,0.0,0.0,0.0,0.9,0.0,0.62,0.0,0.0,0.0,0.0,0.0,2.16
737,0.11,-0.12,0.36,1.64,0.0,-1.36,0.0,0.0,0.0,0.0,0.9,0.0,0.62,0.0,0.0,0.0,0.0,0.0,2.16
2033,-0.15,-0.08,0.92,-0.54,-0.25,2.54,-2.35,0.83,-0.02,1.31,-4.01,5.39,1.17,-3.96,1.73,-0.45,0.28,-0.48,2.11
786,0.1,-0.11,0.36,1.64,0.0,-1.36,0.0,0.0,0.0,0.0,1.1,-0.11,0.62,0.0,-0.18,0.0,0.0,0.0,2.07
834,0.09,-0.09,0.36,-0.47,0.0,-0.68,0.0,-0.09,0.0,0.0,2.01,-0.11,0.62,0.0,0.43,0.0,0.0,0.0,2.07
1935,-0.13,-0.1,0.92,-0.28,-0.27,2.31,-2.35,0.66,-0.02,1.31,-3.89,5.39,1.17,-3.96,1.7,-0.45,0.28,-0.48,2.04
2375,-0.22,0.0,0.92,-0.28,-0.25,2.34,-2.35,0.7,-0.02,1.31,-4.01,5.39,1.17,-3.96,1.73,-0.45,0.28,-0.48,2.04
1435,-0.03,-0.1,1.01,-0.28,-0.27,2.21,-2.35,0.53,-0.02,1.31,-3.18,5.16,1.17,-4.19,1.4,-0.26,0.28,-0.48,2.04
2326,-0.21,-0.01,0.92,-0.28,-0.25,2.34,-2.35,0.7,-0.02,1.31,-4.01,5.39,1.17,-3.96,1.73,-0.45,0.28,-0.48,2.04
385,0.18,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.02
384,0.18,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.02
636,0.13,-0.11,0.0,1.64,0.0,-1.36,0.0,0.0,0.0,0.0,1.1,0.0,0.62,0.0,0.0,0.0,0.0,0.0,2.0
1885,-0.12,-0.1,1.01,-0.28,-0.27,2.31,-2.35,0.53,-0.02,1.31,-3.89,5.39,1.17,-3.96,1.7,-0.45,0.28,-0.48,2.0
787,0.1,-0.12,0.36,1.64,0.0,-1.36,0.0,0.0,0.0,0.0,0.9,0.0,0.62,0.0,-0.18,0.0,0.0,0.0,1.98
2082,-0.16,-0.07,0.92,-0.67,-0.25,2.54,-2.35,0.83,-0.02,1.31,-4.01,5.39,1.17,-3.96,1.73,-0.45,0.28,-0.48,1.98
884,0.08,-0.09,0.36,0.4,0.3,-0.7,0.0,-0.09,0.53,0.0,1.46,-0.65,0.62,0.0,0.61,-0.88,0.0,0.0,1.96
1333,-0.01,-0.08,1.1,-1.06,-0.52,2.19,-2.41,0.74,-0.11,1.31,-2.85,5.48,1.23,-3.99,1.44,-0.57,0.44,-0.48,1.94
487,0.16,-0.12,0.0,1.64,0.0,-0.9,0.0,0.0,0.0,0.0,1.18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.92
486,0.16,-0.11,0.0,1.64,0.0,-0.9,0.0,0.0,0.0,0.0,1.18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.92
537,0.15,-0.12,0.0,1.64,0.0,-0.9,0.0,0.0,0.0,0.0,1.18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.92
436,0.17,-0.11,0.0,1.64,0.0,-0.9,0.0,0.0,0.0,0.0,1.18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.92
437,0.17,-0.12,0.0,1.64,0.0,-0.9,0.0,0.0,0.0,0.0,1.18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.92
536,0.15,-0.11,0.0,1.64,0.0,-0.9,0.0,0.0,0.0,0.0,1.18,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.92
1685,-0.08,-0.1,1.01,-0.28,-0.27,2.31,-2.35,0.53,-0.02,1.31,-3.84,5.35,1.17,-4.15,1.7,-0.37,0.28,-0.48,1.9
681,0.12,-0.06,-0.48,-0.06,0.0,-0.59,0.0,0.0,0.0,0.0,2.3,-0.11,0.78,0.0,0.0,0.0,0.0,0.0,1.84
1131,0.03,-0.06,0.78,-1.41,0.01,0.79,-2.98,-0.08,-0.82,-0.22,0.05,5.6,2.31,-0.78,1.91,-2.62,0.11,-0.81,1.84
2081,-0.16,-0.06,0.92,-0.67,-0.25,2.54,-2.35,0.7,-0.02,1.31,-4.03,5.39,1.17,-3.96,1.73,-0.45,0.28,-0.48,1.83
1735,-0.09,-0.1,1.01,-0.28,-0.27,2.31,-2.35,0.53,-0.02,1.31,-3.84,5.35,1.17,-4.15,1.7,-0.45,0.28,-0.48,1.82
1984,-0.14,-0.09,0.92,-0.67,-0.25,2.54,-2.35,0.66,-0.02,1.31,-4.01,5.39,1.17,-3.96,1.73,-0.45,0.28,-0.48,1.81
1835,-0.11,-0.1,1.01,-0.28,-0.27,2.31,-2.35,0.53,-0.02,1.31,-3.89,5.39,1.17,-4.15,1.7,-0.45,0.28,-0.48,1.81
881,0.08,-0.06,-0.38,0.71,0.3,-0.33,0.0,0.02,-0.15,-0.15,0.51,-0.28,0.78,0.0,0.61,-0.12,0.28,0.0,1.8
637,0.13,-0.12,0.0,1.64,0.0,-1.36,0.0,0.0,0.0,0.0,0.9,0.0,0.62,0.0,0.0,0.0,0.0,0.0,1.8
2178,-0.18,-0.03,0.92,-0.28,-0.25,2.54,-2.35,0.7,-0.02,1.31,-4.45,5.39,1.17,-3.96,1.73,-0.45,0.28,-0.48,1.8
1585,-0.06,-0.1,1.01,-0.28,-0.27,2.18,-2.35,0.53,-0.02,1.31,-3.84,5.37,1.17,-4.15,1.7,-0.37,0.28,-0.48,1.79
1635,-0.07,-0.1,1.01,-0.28,-0.27,2.18,-2.35,0.53,-0.02,1.31,-3.84,5.37,1.17,-4.15,1.7,-0.37,0.28,-0.48,1.79
341,0.19,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78
