Buy Threshold,Sell Threshold,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,2023-07-03,2023-07-05,Sum
0.2,-0.075,0.15,2.61,-3.06,-4.4,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,-0.38,-0.25,0.0,-10.69
0.2,-0.08,0.15,2.61,-3.06,-4.21,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,-0.38,-0.25,0.0,-10.5
0.2,-0.085,0.15,2.61,-3.06,-4.21,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,-0.38,-0.25,0.0,-10.5
0.2,-0.09,0.15,2.61,-3.06,-4.21,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,-0.38,-0.25,0.0,-10.5
0.2,-0.095,0.33,2.61,-3.06,-4.03,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,0.08,-0.25,0.0,-9.68
0.2,-0.1,0.33,2.61,-3.96,-4.03,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,0.08,-0.25,0.0,-10.58
0.2,-0.105,0.33,2.61,-3.96,-4.05,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,0.74,0.08,-0.25,0.0,-10.86
0.2,-0.11,0.33,2.61,-3.96,-4.05,0.0,7.45,-2.78,4.22,-5.69,-1.83,-4.25,0.04,0.08,-0.25,0.0,-8.08
0.2,-0.115,0.33,2.61,-3.96,-4.05,0.0,7.45,-3.41,4.22,-5.69,-1.83,-4.25,0.04,0.08,2.67,0.0,-5.79
0.2,-0.12,0.33,2.93,-3.96,-1.94,0.0,7.45,-3.41,4.22,-5.69,-1.83,-4.25,0.04,0.08,2.67,0.0,-3.36
0.2,-0.125,0.33,2.93,-3.96,-1.17,0.0,0.36,-3.41,4.22,-5.69,-1.83,-4.25,0.04,0.08,2.67,0.0,-9.68
0.2,-0.13,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.08,2.67,0.0,-7.24
0.2,-0.135,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.08,2.67,0.0,-7.24
0.2,-0.14,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.08,2.67,0.0,-7.24
0.2,-0.145,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.32
0.2,-0.15,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.32
0.2,-0.155,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.32
0.2,-0.16,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.32
0.2,-0.165,0.33,0.0,-1.74,0.46,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-4.85
0.2,-0.17,0.33,0.0,-1.74,0.46,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-4.85
0.2,-0.175,0.33,0.0,-1.74,0.46,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-4.85
0.2,-0.18,0.33,0.0,-1.74,0.46,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-4.85
0.2,-0.185,0.33,0.0,-1.74,0.46,0.0,0.36,-3.67,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-9.07
0.2,-0.19,0.33,0.0,0.0,0.46,0.0,0.36,-3.67,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.33
0.2,-0.195,0.33,0.0,0.0,0.46,0.0,0.36,-3.67,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.33
0.2,-0.2,0.33,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.66
0.2,-0.205,0.33,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.66
0.2,-0.21,0.33,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.66
0.2,-0.215,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.2,-0.22,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.2,-0.225,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.2,-0.23,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.2,-0.235,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.2,-0.24,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.2,-0.245,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.195,0.0,0.15,2.61,-4.75,-3.14,-3.48,7.45,-5.02,4.22,-5.69,-1.83,-4.51,1.0,-0.55,-0.1,0.0,-13.64
0.195,-0.005,0.15,2.61,-4.75,-3.14,-3.48,7.45,-5.02,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.1,0.0,-13.49
0.195,-0.01,0.15,2.61,-4.75,-4.11,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.1,0.0,-14.39
0.195,-0.015,0.15,2.61,-4.75,-4.11,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.1,0.0,-14.39
0.195,-0.02,0.15,2.61,-3.06,-4.11,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.1,0.0,-12.7
0.195,-0.025,0.15,2.61,-3.06,-4.11,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.1,0.0,-12.7
0.195,-0.03,0.15,2.61,-3.06,-4.11,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.1,0.0,-12.7
0.195,-0.035,0.15,2.61,-3.06,-4.4,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.25,0.0,-13.14
0.195,-0.04,0.15,2.61,-3.06,-4.4,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.25,0.0,-13.14
0.195,-0.045,0.15,2.61,-3.06,-4.4,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.25,0.0,-13.14
0.195,-0.05,0.15,2.61,-3.06,-4.4,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.25,0.0,-13.14
0.195,-0.055,0.15,2.61,-3.06,-4.4,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.25,0.0,-13.14
0.195,-0.06,0.15,2.61,-3.06,-4.4,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.25,0.0,-13.14
0.195,-0.065,0.15,2.61,-3.06,-4.4,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.25,0.0,-13.14
0.195,-0.07,0.15,2.61,-3.06,-4.4,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,-0.4,-0.25,0.0,-10.71
0.195,-0.075,0.15,2.61,-3.06,-4.4,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,-0.38,-0.25,0.0,-10.69
0.195,-0.08,0.15,2.61,-3.06,-4.21,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,-0.38,-0.25,0.0,-10.5
0.195,-0.085,0.15,2.61,-3.06,-4.21,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,-0.38,-0.25,0.0,-10.5
0.195,-0.09,0.15,2.61,-3.06,-4.21,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,-0.38,-0.25,0.0,-10.5
0.195,-0.095,0.33,2.61,-3.06,-4.03,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,0.08,-0.25,0.0,-9.68
0.195,-0.1,0.33,2.61,-3.96,-4.03,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,0.08,-0.25,0.0,-10.58
0.195,-0.105,0.33,2.61,-3.96,-4.05,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,0.74,0.08,-0.25,0.0,-10.86
0.195,-0.11,0.33,2.61,-3.96,-4.05,0.0,7.45,-2.78,4.22,-5.69,-1.83,-4.25,0.04,0.08,-0.25,0.0,-8.08
0.195,-0.115,0.33,2.61,-3.96,-4.05,0.0,7.45,-3.41,4.22,-5.69,-1.83,-4.25,0.04,0.08,2.67,0.0,-5.79
0.195,-0.12,0.33,2.93,-3.96,-1.94,0.0,7.45,-3.41,4.22,-5.69,-1.83,-4.25,0.04,0.08,2.67,0.0,-3.36
0.195,-0.125,0.33,2.93,-3.96,-1.17,0.0,0.36,-3.41,4.22,-5.69,-1.83,-4.25,0.04,0.08,2.67,0.0,-9.68
0.195,-0.13,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.08,2.67,0.0,-7.24
0.195,-0.135,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.08,2.67,0.0,-7.24
0.195,-0.14,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.08,2.67,0.0,-7.24
0.195,-0.145,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.32
0.195,-0.15,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.32
0.195,-0.155,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.32
0.195,-0.16,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.32
0.195,-0.165,0.33,0.0,-1.74,0.46,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-4.85
0.195,-0.17,0.33,0.0,-1.74,0.46,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-4.85
0.195,-0.175,0.33,0.0,-1.74,0.46,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-4.85
0.195,-0.18,0.33,0.0,-1.74,0.46,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-4.85
0.195,-0.185,0.33,0.0,-1.74,0.46,0.0,0.36,-3.67,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-9.07
0.195,-0.19,0.33,0.0,0.0,0.46,0.0,0.36,-3.67,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.33
0.195,-0.195,0.33,0.0,0.0,0.46,0.0,0.36,-3.67,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.33
0.195,-0.2,0.33,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.66
0.195,-0.205,0.33,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.66
0.195,-0.21,0.33,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.66
0.195,-0.215,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.195,-0.22,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.195,-0.225,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.195,-0.23,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.195,-0.235,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.195,-0.24,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.195,-0.245,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.19,0.0,0.15,2.61,-4.75,-3.14,-3.48,7.45,-5.02,4.22,-5.69,-1.83,-4.51,1.0,-0.55,-0.1,0.0,-13.64
0.19,-0.005,0.15,2.61,-4.75,-3.14,-3.48,7.45,-5.02,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.1,0.0,-13.49
0.19,-0.01,0.15,2.61,-4.75,-4.11,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.1,0.0,-14.39
0.19,-0.015,0.15,2.61,-4.75,-4.11,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.1,0.0,-14.39
0.19,-0.02,0.15,2.61,-3.06,-4.11,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.1,0.0,-12.7
0.19,-0.025,0.15,2.61,-3.06,-4.11,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.1,0.0,-12.7
0.19,-0.03,0.15,2.61,-3.06,-4.11,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.1,0.0,-12.7
0.19,-0.035,0.15,2.61,-3.06,-4.4,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.25,0.0,-13.14
0.19,-0.04,0.15,2.61,-3.06,-4.4,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.25,0.0,-13.14
0.19,-0.045,0.15,2.61,-3.06,-4.4,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.25,0.0,-13.14
0.19,-0.05,0.15,2.61,-3.06,-4.4,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.25,0.0,-13.14
0.19,-0.055,0.15,2.61,-3.06,-4.4,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.25,0.0,-13.14
0.19,-0.06,0.15,2.61,-3.06,-4.4,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.25,0.0,-13.14
0.19,-0.065,0.15,2.61,-3.06,-4.4,-3.48,7.45,-4.95,4.22,-5.69,-1.83,-4.51,1.0,-0.4,-0.25,0.0,-13.14
0.19,-0.07,0.15,2.61,-3.06,-4.4,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,-0.4,-0.25,0.0,-10.71
0.19,-0.075,0.15,2.61,-3.06,-4.4,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,-0.38,-0.25,0.0,-10.69
0.19,-0.08,0.15,2.61,-3.06,-4.21,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,-0.38,-0.25,0.0,-10.5
0.19,-0.085,0.15,2.61,-3.06,-4.21,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,-0.38,-0.25,0.0,-10.5
0.19,-0.09,0.15,2.61,-3.06,-4.21,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,-0.38,-0.25,0.0,-10.5
0.19,-0.095,0.33,2.61,-3.06,-4.03,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,0.08,-0.25,0.0,-9.68
0.19,-0.1,0.33,2.61,-3.96,-4.03,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,1.0,0.08,-0.25,0.0,-10.58
0.19,-0.105,0.33,2.61,-3.96,-4.05,-3.48,7.45,-2.78,4.22,-5.69,-1.83,-4.25,0.74,0.08,-0.25,0.0,-10.86
0.19,-0.11,0.33,2.61,-3.96,-4.05,0.0,7.45,-2.78,4.22,-5.69,-1.83,-4.25,0.04,0.08,-0.25,0.0,-8.08
0.19,-0.115,0.33,2.61,-3.96,-4.05,0.0,7.45,-3.41,4.22,-5.69,-1.83,-4.25,0.04,0.08,2.67,0.0,-5.79
0.19,-0.12,0.33,2.93,-3.96,-1.94,0.0,7.45,-3.41,4.22,-5.69,-1.83,-4.25,0.04,0.08,2.67,0.0,-3.36
0.19,-0.125,0.33,2.93,-3.96,-1.17,0.0,0.36,-3.41,4.22,-5.69,-1.83,-4.25,0.04,0.08,2.67,0.0,-9.68
0.19,-0.13,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.08,2.67,0.0,-7.24
0.19,-0.135,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.08,2.67,0.0,-7.24
0.19,-0.14,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.08,2.67,0.0,-7.24
0.19,-0.145,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.32
0.19,-0.15,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.32
0.19,-0.155,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.32
0.19,-0.16,0.33,0.0,-1.74,-2.01,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.32
0.19,-0.165,0.33,0.0,-1.74,0.46,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-4.85
0.19,-0.17,0.33,0.0,-1.74,0.46,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-4.85
0.19,-0.175,0.33,0.0,-1.74,0.46,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-4.85
0.19,-0.18,0.33,0.0,-1.74,0.46,0.0,0.36,-3.67,4.22,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-4.85
0.19,-0.185,0.33,0.0,-1.74,0.46,0.0,0.36,-3.67,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-9.07
0.19,-0.19,0.33,0.0,0.0,0.46,0.0,0.36,-3.67,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.33
0.19,-0.195,0.33,0.0,0.0,0.46,0.0,0.36,-3.67,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-7.33
0.19,-0.2,0.33,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.66
0.19,-0.205,0.33,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.66
0.19,-0.21,0.33,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.66
0.19,-0.215,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.19,-0.22,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.19,-0.225,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.19,-0.23,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.19,-0.235,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.19,-0.24,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.19,-0.245,0.0,0.0,0.0,0.46,0.0,0.36,0.0,0.0,-5.69,-1.83,0.0,0.04,0.0,2.67,0.0,-3.99
0.185,0.0,0.15,2.61,-4.75,-3.14,-3.48,7.45,-5.65,3.75,-5.69,-1.74,-4.51,1.0,-0.55,-0.1,0.0,-14.65
0.185,-0.005,0.15,2.61,-4.75,-3.14,-3.48,7.45,-5.65,3.56,-5.69,-1.74,-4.51,1.0,-0.4,-0.1,0.0,-14.69
0.185,-0.01,0.15,2.61,-4.75,-4.11,-3.48,7.45,-5.58,3.56,-5.69,-1.74,-4.51,1.0,-0.4,-0.1,0.0,-15.59
0.185,-0.015,0.15,2.61,-4.75,-4.11,-3.48,7.45,-5.58,3.56,-5.69,-1.61,-4.51,1.0,-0.4,-0.1,0.0,-15.46
0.185,-0.02,0.15,2.61,-3.06,-4.11,-3.48,7.45,-5.58,3.37,-5.69,-1.61,-4.51,1.0,-0.4,-0.1,0.0,-13.96
0.185,-0.025,0.15,2.61,-3.06,-4.11,-3.48,7.45,-5.58,3.37,-5.69,-1.61,-4.51,1.0,-0.4,-0.1,0.0,-13.96
0.185,-0.03,0.15,2.61,-3.06,-4.11,-3.48,7.45,-5.58,3.37,-5.69,-1.61,-4.51,1.0,-0.4,-0.1,0.0,-13.96
0.185,-0.035,0.15,2.61,-3.06,-4.4,-3.48,7.45,-5.58,3.37,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,-14.4
0.185,-0.04,0.15,2.61,-3.06,-4.4,-3.48,7.45,-5.58,3.37,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,-14.4
0.185,-0.045,0.15,2.61,-3.06,-4.4,-3.48,7.45,-5.58,3.29,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,-14.48
0.185,-0.05,0.15,2.61,-3.06,-4.4,-3.48,7.45,-5.58,3.29,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,-14.48
0.185,-0.055,0.15,2.61,-3.06,-4.4,-3.48,7.45,-5.53,3.29,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,-14.43
0.185,-0.06,0.15,2.61,-3.06,-4.4,-3.48,7.45,-5.53,3.29,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,-14.43
0.185,-0.065,0.15,2.61,-3.06,-4.4,-3.48,7.45,-5.53,3.29,-5.69,-1.61,-4.51,1.0,-0.4,-0.25,0.0,-14.43
0.185,-0.07,0.15,2.61,-3.06,-4.4,-3.48,7.45,-3.36,3.29,-5.69,-1.61,-4.25,1.0,-0.4,-0.25,0.0,-12.0
0.185,-0.075,0.15,2.61,-3.06,-4.4,-3.48,7.45,-3.36,3.29,-5.69,-1.61,-4.25,1.0,-0.38,-0.25,0.0,-11.98
0.185,-0.08,0.15,2.61,-3.06,-4.21,-3.48,7.45,-3.36,3.29,-5.69,-1.61,-4.25,1.0,-0.38,-0.25,0.0,-11.79
0.185,-0.085,0.15,2.61,-3.06,-4.21,-3.48,7.45,-3.36,3.29,-5.69,-1.61,-4.25,1.0,-0.38,-0.25,0.0,-11.79
0.185,-0.09,0.15,2.61,-3.06,-4.21,-3.48,7.45,-3.36,3.29,-5.69,-1.61,-4.25,1.0,-0.38,-0.25,0.0,-11.79
0.185,-0.095,0.33,2.61,-3.06,-4.03,-3.48,7.45,-3.36,3.29,-5.69,-1.61,-4.25,1.0,0.08,-0.25,0.0,-10.97
0.185,-0.1,0.33,2.61,-3.96,-4.03,-3.48,7.45,-3.36,1.56,-5.69,-1.61,-4.25,1.0,0.08,-0.25,0.0,-13.6
0.185,-0.105,0.33,2.61,-3.96,-4.05,-3.48,7.45,-3.36,1.56,-5.69,-1.61,-4.25,0.74,0.08,-0.25,0.0,-13.88
0.185,-0.11,0.33,2.61,-3.96,-4.05,0.0,7.45,-3.36,1.44,-5.69,-1.61,-4.25,0.04,0.08,-0.25,0.0,-11.22
0.185,-0.115,0.33,2.61,-3.96,-4.05,0.0,7.45,-3.99,1.44,-5.69,-1.61,-4.25,0.04,0.08,2.67,0.0,-8.93
0.185,-0.12,0.33,2.93,-3.96,-1.94,0.0,7.45,-3.99,1.44,-5.69,-1.61,-4.25,0.04,0.08,2.67,0.0,-6.5
0.185,-0.125,0.33,2.93,-3.96,-1.17,0.0,0.36,-2.6,1.44,-5.69,-1.61,-4.25,0.04,0.08,2.67,0.0,-11.43
0.185,-0.13,0.33,0.0,-1.74,-2.01,0.0,0.36,-2.86,1.44,-5.69,-1.61,0.0,0.04,0.08,2.67,0.0,-8.99
0.185,-0.135,0.33,0.0,-1.74,-2.01,0.0,0.36,-2.86,1.44,-5.69,-1.61,0.0,0.04,0.08,2.67,0.0,-8.99
0.185,-0.14,0.33,0.0,-1.74,-2.01,0.0,0.36,-2.86,1.44,-5.69,-1.61,0.0,0.04,0.08,2.67,0.0,-8.99
0.185,-0.145,0.33,0.0,-1.74,-2.01,0.0,0.36,-2.86,1.44,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,-9.07
0.185,-0.15,0.33,0.0,-1.74,-2.01,0.0,0.36,-2.86,-0.26,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,-10.77
0.185,-0.155,0.33,0.0,-1.74,-2.01,0.0,0.36,-2.86,-0.26,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,-10.77
0.185,-0.16,0.33,0.0,-1.74,-2.01,0.0,0.36,-2.86,-0.26,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,-10.77
0.185,-0.165,0.33,0.0,-1.74,0.46,0.0,0.36,-2.86,-0.26,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,-8.3
0.185,-0.17,0.33,0.0,-1.74,0.46,0.0,0.36,-2.86,-0.26,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,-8.3
0.185,-0.175,0.33,0.0,-1.74,0.46,0.0,0.36,-2.86,-0.26,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,-8.3
0.185,-0.18,0.33,0.0,-1.74,0.46,0.0,0.36,-2.86,-0.26,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,-8.3
0.185,-0.185,0.33,0.0,-1.74,0.46,0.0,0.36,-2.86,-1.17,-5.69,-1.61,0.0,0.04,0.0,2.67,0.0,-9.21
