Buy Threshold,Sell Threshold,2023-06-13,2023-06-14,2023-06-15,2023-06-16,2023-06-20,2023-06-21,2023-06-22,2023-06-23,2023-06-26,2023-06-27,2023-06-28,2023-06-29,2023-06-30,Sum
0.19,-0.215,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,8.12
0.19,-0.22,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,8.12
0.19,-0.225,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,8.12
0.19,-0.23,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,8.12
0.19,-0.235,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,8.12
0.19,-0.24,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,8.12
0.19,-0.245,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,0.0,0.0,0.0,0.0,-1.42,0.0,8.12
0.185,0.0,0.08,-0.01,1.75,-0.08,0.0,0.28,0.99,-0.47,0.0,0.09,0.0,-0.37,0.8,3.06
0.185,-0.005,0.08,-0.01,1.75,-0.08,0.0,0.28,0.99,-0.66,0.0,0.09,0.0,-0.37,0.95,3.02
0.185,-0.01,0.08,-0.01,1.75,-1.05,0.0,0.28,1.06,-0.66,0.0,0.09,0.0,-0.37,0.95,2.12
0.185,-0.015,0.08,-0.01,1.75,-1.05,0.0,0.28,1.06,-0.66,0.0,0.22,0.0,-0.37,0.95,2.25
0.185,-0.02,0.08,-0.01,3.44,-1.05,0.0,0.28,1.06,-0.85,0.0,0.22,0.0,-0.37,0.95,3.75
0.185,-0.025,0.08,-0.01,3.44,-1.05,0.0,0.28,1.06,-0.85,0.0,0.22,0.0,-0.37,0.95,3.75
0.185,-0.03,0.08,-0.01,3.44,-1.05,0.0,0.28,1.06,-0.85,0.0,0.22,0.0,-0.37,0.95,3.75
0.185,-0.035,0.08,-0.01,3.44,-1.34,0.0,0.28,1.06,-0.85,0.0,0.22,0.0,-0.37,0.95,3.46
0.185,-0.04,0.08,-0.01,3.44,-1.34,0.0,0.28,1.06,-0.85,0.0,0.22,0.0,-0.37,0.95,3.46
0.185,-0.045,0.08,-0.01,3.44,-1.34,0.0,0.28,1.06,-0.93,0.0,0.22,0.0,-0.37,0.95,3.38
0.185,-0.05,0.08,-0.01,3.44,-1.34,0.0,0.28,1.06,-0.93,0.0,0.22,0.0,-0.37,0.95,3.38
0.185,-0.055,0.08,-0.01,3.44,-1.34,0.0,0.28,1.11,-0.93,0.0,0.22,0.0,-0.37,0.95,3.43
0.185,-0.06,0.08,-0.01,3.44,-1.34,0.0,0.28,1.11,-0.93,0.0,0.22,0.0,-0.37,0.95,3.43
0.185,-0.065,0.08,-0.01,3.44,-1.34,0.0,0.28,1.11,-0.93,0.0,0.22,0.0,-0.37,0.95,3.43
0.185,-0.07,0.08,-0.01,3.44,-1.34,0.0,0.28,3.28,-0.93,0.0,0.22,0.0,-0.37,0.95,5.6
0.185,-0.075,0.08,-0.01,3.44,-1.34,0.0,0.28,3.28,-0.93,0.0,0.22,0.0,-0.37,0.97,5.62
0.185,-0.08,0.08,-0.01,3.44,-1.15,0.0,0.28,3.28,-0.93,0.0,0.22,0.0,-0.37,0.97,5.81
0.185,-0.085,0.08,-0.01,3.44,-1.15,0.0,0.28,3.28,-0.93,0.0,0.22,0.0,-0.37,0.97,5.81
0.185,-0.09,0.08,-0.01,3.44,-1.15,0.0,0.28,3.28,-0.93,0.0,0.22,0.0,-0.37,0.97,5.81
0.185,-0.095,0.26,-0.01,3.44,-0.97,0.0,0.28,3.28,-0.93,0.0,0.22,0.0,-0.37,1.43,6.63
0.185,-0.1,0.26,-0.01,2.54,-0.97,0.0,0.28,3.28,-2.66,0.0,0.22,0.0,-0.37,1.43,4.0
0.185,-0.105,0.26,-0.01,2.54,-0.99,0.0,0.28,3.28,-2.66,0.0,0.22,0.0,-0.63,1.43,3.72
0.185,-0.11,0.26,-0.01,2.54,-0.99,0.0,0.28,3.28,-2.78,0.0,0.22,0.0,-1.42,1.43,2.81
0.185,-0.115,0.26,-0.01,2.54,-0.99,0.0,0.28,2.65,-2.78,0.0,0.22,0.0,-1.42,1.43,2.18
0.185,-0.12,0.26,0.31,2.54,1.12,0.0,0.28,2.65,-2.78,0.0,0.22,0.0,-1.42,1.43,4.61
0.185,-0.125,0.26,0.31,2.54,1.85,0.0,-6.86,4.04,-2.78,0.0,0.22,0.0,-1.42,1.43,-0.41
0.185,-0.13,0.26,0.0,4.76,1.01,0.0,-6.86,3.74,-2.78,0.0,0.22,0.0,-1.42,1.43,0.36
0.185,-0.135,0.26,0.0,4.76,1.01,0.0,-6.86,3.74,-2.78,0.0,0.22,0.0,-1.42,1.43,0.36
0.185,-0.14,0.26,0.0,4.76,1.01,0.0,-6.86,3.74,-2.78,0.0,0.22,0.0,-1.42,1.43,0.36
0.185,-0.145,0.26,0.0,4.76,1.01,0.0,-6.86,3.74,-2.78,0.0,0.22,0.0,-1.42,0.0,-1.07
0.185,-0.15,0.26,0.0,4.76,1.01,0.0,-6.86,3.74,-4.48,0.0,0.22,0.0,-1.42,0.0,-2.77
0.185,-0.155,0.26,0.0,4.76,1.01,0.0,-6.86,3.74,-4.48,0.0,0.22,0.0,-1.42,0.0,-2.77
0.185,-0.16,0.26,0.0,4.76,1.01,0.0,-6.86,3.74,-4.48,0.0,0.22,0.0,-1.42,0.0,-2.77
0.185,-0.165,0.26,0.0,4.76,3.48,0.0,-6.86,3.74,-4.48,0.0,0.22,0.0,-1.42,0.0,-0.3
0.185,-0.17,0.26,0.0,4.76,3.48,0.0,-6.86,3.74,-4.48,0.0,0.22,0.0,-1.42,0.0,-0.3
0.185,-0.175,0.26,0.0,4.76,3.48,0.0,-6.86,3.74,-4.48,0.0,0.22,0.0,-1.42,0.0,-0.3
0.185,-0.18,0.26,0.0,4.76,3.48,0.0,-6.86,3.74,-4.48,0.0,0.22,0.0,-1.42,0.0,-0.3
0.185,-0.185,0.26,0.0,4.76,3.48,0.0,-6.86,3.74,-5.44,0.0,0.22,0.0,-1.42,0.0,-1.26
0.185,-0.19,0.26,0.0,6.44,3.48,0.0,-6.86,3.74,-5.44,0.0,0.22,0.0,-1.42,0.0,0.42
0.185,-0.195,0.26,0.0,6.44,3.48,0.0,-6.86,5.18,-5.44,0.0,0.22,0.0,-1.42,0.0,1.86
0.185,-0.2,0.26,0.0,6.44,3.48,0.0,-6.86,6.6,-5.44,0.0,0.22,0.0,-1.42,0.0,3.28
0.185,-0.205,0.26,0.0,6.44,3.48,0.0,-6.86,6.6,-5.44,0.0,0.22,0.0,-1.42,0.0,3.28
0.185,-0.21,0.26,0.0,6.44,3.48,0.0,-6.86,6.6,-5.44,0.0,0.22,0.0,-1.42,0.0,3.28
0.185,-0.215,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-5.44,0.0,0.22,0.0,-1.42,0.0,2.9
0.185,-0.22,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-5.44,0.0,0.22,0.0,-1.42,0.0,2.9
0.185,-0.225,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-5.44,0.0,0.22,0.0,-1.42,0.0,2.9
0.185,-0.23,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-5.44,0.0,0.22,0.0,-1.42,0.0,2.9
0.185,-0.235,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-5.44,0.0,0.22,0.0,-1.42,0.0,2.9
0.185,-0.24,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-5.44,0.0,0.22,0.0,-1.42,0.0,2.9
0.185,-0.245,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-5.44,0.0,0.22,0.0,-1.42,0.0,2.9
0.18,0.0,0.08,-0.01,2.21,-0.08,0.0,1.2,1.54,0.26,0.0,0.09,0.0,-0.37,0.8,5.72
0.18,-0.005,0.08,-0.01,2.21,-0.08,0.0,1.2,1.54,0.07,0.0,0.09,0.0,-0.37,0.95,5.68
0.18,-0.01,0.08,-0.01,2.21,-1.05,0.0,1.2,1.61,0.07,0.0,0.09,0.0,-0.37,0.95,4.78
0.18,-0.015,0.08,-0.01,2.21,-1.05,0.0,0.86,1.8,0.07,0.0,0.22,0.0,-0.37,0.95,4.76
0.18,-0.02,0.08,-0.01,3.9,-1.05,0.0,0.86,1.8,-0.12,0.0,0.22,0.0,-0.37,0.95,6.26
0.18,-0.025,0.08,-0.01,3.9,-1.05,0.0,0.86,1.8,-0.12,0.0,0.22,0.0,-0.37,0.95,6.26
0.18,-0.03,0.08,-0.01,3.9,-1.05,0.0,0.86,1.8,0.13,0.0,0.22,0.0,-0.37,0.95,6.51
0.18,-0.035,0.08,-0.01,3.9,-1.34,0.0,0.86,1.8,0.13,0.0,0.22,0.0,-0.37,0.95,6.22
0.18,-0.04,0.08,-0.01,3.9,-1.34,0.0,0.86,1.8,0.13,0.0,0.22,0.0,-0.37,0.95,6.22
0.18,-0.045,0.08,-0.01,3.9,-1.34,0.0,0.86,1.8,0.05,0.0,0.22,0.0,-0.37,0.95,6.14
0.18,-0.05,0.08,-0.01,3.9,-1.34,0.0,0.86,1.8,0.05,0.0,0.22,0.0,-0.37,0.95,6.14
0.18,-0.055,0.08,-0.01,3.9,-1.34,0.0,0.86,1.85,0.05,0.0,0.22,0.0,-0.37,0.95,6.19
0.18,-0.06,0.08,-0.01,3.9,-1.34,0.0,0.86,1.85,0.05,0.0,0.22,0.0,-0.37,0.95,6.19
0.18,-0.065,0.08,-0.01,3.9,-1.34,0.0,0.86,1.85,0.05,0.0,0.22,0.0,-0.37,0.95,6.19
0.18,-0.07,0.08,-0.01,3.9,-1.34,0.0,0.86,4.14,0.05,0.0,0.22,0.0,-0.37,0.95,8.48
0.18,-0.075,0.08,-0.01,3.9,-1.34,0.0,0.86,4.14,0.05,0.0,0.22,0.0,-0.37,0.97,8.5
0.18,-0.08,0.08,-0.01,3.9,-1.15,0.0,0.86,4.14,0.05,0.0,0.22,0.0,-0.37,0.97,8.69
0.18,-0.085,0.08,-0.01,3.9,-1.15,0.0,0.86,4.14,0.05,0.0,0.22,0.0,-0.37,0.97,8.69
0.18,-0.09,0.08,-0.01,3.9,-1.15,0.0,0.86,4.14,0.05,0.0,0.22,0.0,-0.37,0.97,8.69
0.18,-0.095,0.26,-0.01,3.9,-0.97,0.0,-6.68,4.14,0.05,0.0,0.22,0.0,-0.37,1.43,1.97
0.18,-0.1,0.26,-0.01,3.0,-0.97,0.0,-6.68,4.14,-1.68,0.0,0.22,0.0,-0.37,1.43,-0.66
0.18,-0.105,0.26,-0.01,3.0,-0.99,0.0,-6.68,4.14,-1.68,0.0,0.22,0.0,-0.63,1.43,-0.94
0.18,-0.11,0.26,-0.01,3.0,-0.99,0.0,-6.68,4.39,-1.8,0.0,0.22,0.0,-1.42,1.43,-1.6
0.18,-0.115,0.26,-0.01,3.0,-0.99,0.0,-6.68,3.76,-1.8,0.0,0.22,0.0,-1.42,1.43,-2.23
0.18,-0.12,0.26,0.31,3.0,1.12,0.0,-6.68,3.76,-1.8,0.0,0.22,0.0,-1.42,1.43,0.2
0.18,-0.125,0.26,0.31,3.0,1.85,0.0,-6.86,5.15,-2.19,0.0,0.22,0.0,-1.42,1.43,1.75
0.18,-0.13,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-2.19,0.0,0.22,0.0,-1.42,1.43,2.06
0.18,-0.135,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-2.19,0.0,0.22,0.0,-1.42,1.43,2.06
0.18,-0.14,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-2.19,0.0,0.22,0.0,-1.42,1.43,2.06
0.18,-0.145,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-2.19,0.0,0.22,0.0,-1.42,0.0,0.63
0.18,-0.15,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-3.89,0.0,0.22,0.0,-1.42,0.0,-1.07
0.18,-0.155,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-3.89,0.0,0.22,0.0,-1.42,0.0,-1.07
0.18,-0.16,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-3.89,0.0,0.22,0.0,-1.42,0.0,-1.07
0.18,-0.165,0.26,0.0,4.76,3.48,0.0,-6.86,4.85,-3.89,0.0,0.22,0.0,-1.42,0.0,1.4
0.18,-0.17,0.26,0.0,4.76,3.48,0.0,-6.86,4.85,-3.89,0.0,0.22,0.0,-1.42,0.0,1.4
0.18,-0.175,0.26,0.0,4.76,3.48,0.0,-6.86,4.85,-3.89,0.0,0.22,0.0,-1.42,0.0,1.4
0.18,-0.18,0.26,0.0,4.76,3.48,0.0,-6.86,4.85,-3.89,0.0,0.22,0.0,-1.42,0.0,1.4
0.18,-0.185,0.26,0.0,4.76,3.48,0.0,-6.86,4.85,-4.85,0.0,0.22,0.0,-1.42,0.0,0.44
0.18,-0.19,0.26,0.0,6.44,3.48,0.0,-6.86,4.85,-4.85,0.0,0.22,0.0,-1.42,0.0,2.12
0.18,-0.195,0.26,0.0,6.44,3.48,0.0,-6.86,5.18,-4.85,0.0,0.22,0.0,-1.42,0.0,2.45
0.18,-0.2,0.26,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.87
0.18,-0.205,0.26,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.87
0.18,-0.21,0.26,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.87
0.18,-0.215,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.49
0.18,-0.22,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.49
0.18,-0.225,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.49
0.18,-0.23,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.49
0.18,-0.235,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.49
0.18,-0.24,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.49
0.18,-0.245,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.49
0.175,0.0,0.08,-0.01,2.21,-0.08,0.0,1.2,1.54,0.26,0.0,0.09,0.0,-0.37,0.8,5.72
0.175,-0.005,0.08,-0.01,2.21,-0.08,0.0,1.2,1.54,0.07,0.0,0.09,0.0,-0.37,0.95,5.68
0.175,-0.01,0.08,-0.01,2.21,-1.05,0.0,1.2,1.61,0.07,0.0,0.09,0.0,-0.37,0.95,4.78
0.175,-0.015,0.08,-0.01,2.21,-1.05,0.0,0.86,1.8,0.07,0.0,0.22,0.0,-0.37,0.95,4.76
0.175,-0.02,0.08,-0.01,3.9,-1.05,0.0,0.86,1.8,-0.12,0.0,0.22,0.0,-0.37,0.95,6.26
0.175,-0.025,0.08,-0.01,3.9,-1.05,0.0,0.86,1.8,-0.12,0.0,0.22,0.0,-0.37,0.95,6.26
0.175,-0.03,0.08,-0.01,3.9,-1.05,0.0,0.86,1.8,0.13,0.0,0.22,0.0,-0.37,0.95,6.51
0.175,-0.035,0.08,-0.01,3.9,-1.34,0.0,0.86,1.8,0.13,0.0,0.22,0.0,-0.37,0.95,6.22
0.175,-0.04,0.08,-0.01,3.9,-1.34,0.0,0.86,1.8,0.13,0.0,0.22,0.0,-0.37,0.95,6.22
0.175,-0.045,0.08,-0.01,3.9,-1.34,0.0,0.86,1.8,0.05,0.0,0.22,0.0,-0.37,0.95,6.14
0.175,-0.05,0.08,-0.01,3.9,-1.34,0.0,0.86,1.8,0.05,0.0,0.22,0.0,-0.37,0.95,6.14
0.175,-0.055,0.08,-0.01,3.9,-1.34,0.0,0.86,1.85,0.05,0.0,0.22,0.0,-0.37,0.95,6.19
0.175,-0.06,0.08,-0.01,3.9,-1.34,0.0,0.86,1.85,0.05,0.0,0.22,0.0,-0.37,0.95,6.19
0.175,-0.065,0.08,-0.01,3.9,-1.34,0.0,0.86,1.85,0.05,0.0,0.22,0.0,-0.37,0.95,6.19
0.175,-0.07,0.08,-0.01,3.9,-1.34,0.0,0.86,4.14,0.05,0.0,0.22,0.0,-0.37,0.95,8.48
0.175,-0.075,0.08,-0.01,3.9,-1.34,0.0,0.86,4.14,0.05,0.0,0.22,0.0,-0.37,0.97,8.5
0.175,-0.08,0.08,-0.01,3.9,-1.15,0.0,0.86,4.14,0.05,0.0,0.22,0.0,-0.37,0.97,8.69
0.175,-0.085,0.08,-0.01,3.9,-1.15,0.0,0.86,4.14,0.05,0.0,0.22,0.0,-0.37,0.97,8.69
0.175,-0.09,0.08,-0.01,3.9,-1.15,0.0,0.86,4.14,0.05,0.0,0.22,0.0,-0.37,0.97,8.69
0.175,-0.095,0.26,-0.01,3.9,-0.97,0.0,-6.68,4.14,0.05,0.0,0.22,0.0,-0.37,1.43,1.97
0.175,-0.1,0.26,-0.01,3.0,-0.97,0.0,-6.68,4.14,-1.68,0.0,0.22,0.0,-0.37,1.43,-0.66
0.175,-0.105,0.26,-0.01,3.0,-0.99,0.0,-6.68,4.14,-1.68,0.0,0.22,0.0,-0.63,1.43,-0.94
0.175,-0.11,0.26,-0.01,3.0,-0.99,0.0,-6.68,4.39,-1.8,0.0,0.22,0.0,-1.42,1.43,-1.6
0.175,-0.115,0.26,-0.01,3.0,-0.99,0.0,-6.68,3.76,-1.8,0.0,0.22,0.0,-1.42,1.43,-2.23
0.175,-0.12,0.26,0.31,3.0,1.12,0.0,-6.68,3.76,-1.8,0.0,0.22,0.0,-1.42,1.43,0.2
0.175,-0.125,0.26,0.31,3.0,1.85,0.0,-6.86,5.15,-2.19,0.0,0.22,0.0,-1.42,1.43,1.75
0.175,-0.13,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-2.19,0.0,0.22,0.0,-1.42,1.43,2.06
0.175,-0.135,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-2.19,0.0,0.22,0.0,-1.42,1.43,2.06
0.175,-0.14,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-2.19,0.0,0.22,0.0,-1.42,1.43,2.06
0.175,-0.145,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-2.19,0.0,0.22,0.0,-1.42,0.0,0.63
0.175,-0.15,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-3.89,0.0,0.22,0.0,-1.42,0.0,-1.07
0.175,-0.155,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-3.89,0.0,0.22,0.0,-1.42,0.0,-1.07
0.175,-0.16,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-3.89,0.0,0.22,0.0,-1.42,0.0,-1.07
0.175,-0.165,0.26,0.0,4.76,3.48,0.0,-6.86,4.85,-3.89,0.0,0.22,0.0,-1.42,0.0,1.4
0.175,-0.17,0.26,0.0,4.76,3.48,0.0,-6.86,4.85,-3.89,0.0,0.22,0.0,-1.42,0.0,1.4
0.175,-0.175,0.26,0.0,4.76,3.48,0.0,-6.86,4.85,-3.89,0.0,0.22,0.0,-1.42,0.0,1.4
0.175,-0.18,0.26,0.0,4.76,3.48,0.0,-6.86,4.85,-3.89,0.0,0.22,0.0,-1.42,0.0,1.4
0.175,-0.185,0.26,0.0,4.76,3.48,0.0,-6.86,4.85,-4.85,0.0,0.22,0.0,-1.42,0.0,0.44
0.175,-0.19,0.26,0.0,6.44,3.48,0.0,-6.86,4.85,-4.85,0.0,0.22,0.0,-1.42,0.0,2.12
0.175,-0.195,0.26,0.0,6.44,3.48,0.0,-6.86,5.18,-4.85,0.0,0.22,0.0,-1.42,0.0,2.45
0.175,-0.2,0.26,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.87
0.175,-0.205,0.26,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.87
0.175,-0.21,0.26,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.87
0.175,-0.215,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.49
0.175,-0.22,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.49
0.175,-0.225,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.49
0.175,-0.23,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.49
0.175,-0.235,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.49
0.175,-0.24,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.49
0.175,-0.245,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,0.22,0.0,-1.42,0.0,3.49
0.17,0.0,0.08,-0.01,2.21,-0.08,0.0,1.2,1.54,0.26,0.0,0.45,0.0,-0.37,0.8,6.08
0.17,-0.005,0.08,-0.01,2.21,-0.08,0.0,1.2,1.54,0.07,0.0,0.45,0.0,-0.37,0.95,6.04
0.17,-0.01,0.08,-0.01,2.21,-1.05,0.0,1.2,1.61,0.07,0.0,0.45,0.0,-0.37,0.95,5.14
0.17,-0.015,0.08,-0.01,2.21,-1.05,0.0,0.86,1.8,0.07,0.0,1.62,0.0,-0.37,0.95,6.16
0.17,-0.02,0.08,-0.01,3.9,-1.05,0.0,0.86,1.8,-0.12,0.0,1.62,0.0,-0.37,0.95,7.66
0.17,-0.025,0.08,-0.01,3.9,-1.05,0.0,0.86,1.8,-0.12,0.0,1.62,0.0,-0.37,0.95,7.66
0.17,-0.03,0.08,-0.01,3.9,-1.05,0.0,0.86,1.8,0.13,0.0,1.62,0.0,-0.37,0.95,7.91
0.17,-0.035,0.08,-0.01,3.9,-1.34,0.0,0.86,1.8,0.13,0.0,1.62,0.0,-0.37,0.95,7.62
0.17,-0.04,0.08,-0.01,3.9,-1.34,0.0,0.86,1.8,0.13,0.0,1.62,0.0,-0.37,0.95,7.62
0.17,-0.045,0.08,-0.01,3.9,-1.34,0.0,0.86,1.8,0.05,0.0,1.62,0.0,-0.37,0.95,7.54
0.17,-0.05,0.08,-0.01,3.9,-1.34,0.0,0.86,1.8,0.05,0.0,1.62,0.0,-0.37,0.95,7.54
0.17,-0.055,0.08,-0.01,3.9,-1.34,0.0,0.86,1.85,0.05,0.0,1.62,0.0,-0.37,0.95,7.59
0.17,-0.06,0.08,-0.01,3.9,-1.34,0.0,0.86,1.85,0.05,0.0,1.62,0.0,-0.37,0.95,7.59
0.17,-0.065,0.08,-0.01,3.9,-1.34,0.0,0.86,1.85,0.05,0.0,1.62,0.0,-0.37,0.95,7.59
0.17,-0.07,0.08,-0.01,3.9,-1.34,0.0,0.86,4.14,0.05,0.0,1.62,0.0,-0.37,0.95,9.88
0.17,-0.075,0.08,-0.01,3.9,-1.34,0.0,0.86,4.14,0.05,0.0,1.62,0.0,-0.37,0.97,9.9
0.17,-0.08,0.08,-0.01,3.9,-1.15,0.0,0.86,4.14,0.05,0.0,1.62,0.0,-0.37,0.97,10.09
0.17,-0.085,0.08,-0.01,3.9,-1.15,0.0,0.86,4.14,0.05,0.0,1.62,0.0,-0.37,0.97,10.09
0.17,-0.09,0.08,-0.01,3.9,-1.15,0.0,0.86,4.14,0.05,0.0,1.62,0.0,-0.37,0.97,10.09
0.17,-0.095,0.26,-0.01,3.9,-0.97,0.0,-6.68,4.14,0.05,0.0,1.62,0.0,-0.37,1.43,3.37
0.17,-0.1,0.26,-0.01,3.0,-0.97,0.0,-6.68,4.14,-1.68,0.0,1.62,0.0,-0.37,1.43,0.74
0.17,-0.105,0.26,-0.01,3.0,-0.99,0.0,-6.68,4.14,-1.68,0.0,1.62,0.0,-0.63,1.43,0.46
0.17,-0.11,0.26,-0.01,3.0,-0.99,0.0,-6.68,4.39,-1.8,0.0,1.62,0.0,-1.42,1.43,-0.2
0.17,-0.115,0.26,-0.01,3.0,-0.99,0.0,-6.68,3.76,-1.8,0.0,1.62,0.0,-1.42,1.43,-0.83
0.17,-0.12,0.26,0.31,3.0,1.12,0.0,-6.68,3.76,-1.8,0.0,1.62,0.0,-1.42,1.43,1.6
0.17,-0.125,0.26,0.31,3.0,1.85,0.0,-6.86,5.15,-2.19,0.0,1.62,0.0,-1.42,1.43,3.15
0.17,-0.13,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-2.19,0.0,1.62,0.0,-1.42,1.43,3.46
0.17,-0.135,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-2.19,0.0,1.62,0.0,-1.42,1.43,3.46
0.17,-0.14,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-2.19,0.0,1.62,0.0,-1.42,1.43,3.46
0.17,-0.145,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-2.19,0.0,1.62,0.0,-1.42,0.0,2.03
0.17,-0.15,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-3.89,0.0,1.62,0.0,-1.42,0.0,0.33
0.17,-0.155,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-3.89,0.0,1.62,0.0,-1.42,0.0,0.33
0.17,-0.16,0.26,0.0,4.76,1.01,0.0,-6.86,4.85,-3.89,0.0,1.62,0.0,-1.42,0.0,0.33
0.17,-0.165,0.26,0.0,4.76,3.48,0.0,-6.86,4.85,-3.89,0.0,1.62,0.0,-1.42,0.0,2.8
0.17,-0.17,0.26,0.0,4.76,3.48,0.0,-6.86,4.85,-3.89,0.0,1.62,0.0,-1.42,0.0,2.8
0.17,-0.175,0.26,0.0,4.76,3.48,0.0,-6.86,4.85,-3.89,0.0,1.62,0.0,-1.42,0.0,2.8
0.17,-0.18,0.26,0.0,4.76,3.48,0.0,-6.86,4.85,-3.89,0.0,1.62,0.0,-1.42,0.0,2.8
0.17,-0.185,0.26,0.0,4.76,3.48,0.0,-6.86,4.85,-4.85,0.0,1.62,0.0,-1.42,0.0,1.84
0.17,-0.19,0.26,0.0,6.44,3.48,0.0,-6.86,4.85,-4.85,0.0,1.62,0.0,-1.42,0.0,3.52
0.17,-0.195,0.26,0.0,6.44,3.48,0.0,-6.86,5.18,-4.85,0.0,1.62,0.0,-1.42,0.0,3.85
0.17,-0.2,0.26,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,1.62,0.0,-1.42,0.0,5.27
0.17,-0.205,0.26,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,1.62,0.0,-1.42,0.0,5.27
0.17,-0.21,0.26,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,1.62,0.0,-1.42,0.0,5.27
0.17,-0.215,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,1.62,0.0,-1.42,0.0,4.89
0.17,-0.22,-0.12,0.0,6.44,3.48,0.0,-6.86,6.6,-4.85,0.0,1.62,0.0,-1.42,0.0,4.89
